Profile_Number,RadamBrasil_Source_Volume,Soil_Profile_Number,Latitude,Longitude,Map_Sheet ,Classification,Parent_Material,Horizon_Symbol,Horizon_sample_depth_initial,Horizon_sample_depth_final,Coarse_Gravel,Gravel,Coarse_Sand,Fine_Sand,Silt,Clay,SiO2,Al2O3,Fe2O3,pH_water_soil_1_1,pH_1N_KCl_soil_1_1,Carbon,Nitrogen,Organic_Matter,Comments,,,decimal degrees ,decimal degrees,Reference code and UTM zone,,,,cm,cm,%,%,%,%,%,%,%,%,%,,,%,%,%,No,Volume,No_Perfil,lat_dd,long_dd,Folha,Classificacao,Material_Originario,Horizonte,Inicial,Final,Calhau,Cascalho,Areia_Grossa,Areia_Fina,Silte,Argila,SiO2,Al2O3,Fe2O3,ph_H20,ph_KCl_1n,Carbon,Nitrogen,organic_matter,OK__field
372,4,21,-999.999,-999.999,SC22VB,Gley Pouco Humico Distrofico.,Sedimentos argilo-siltosos.,A1,0,30,-999,-999,-777,22,46,32,-999,-999,-999,4.3,3.6,0.51,0.08,-888,
372,4,21,-999.999,-999.999,SC22VB,Gley Pouco Humico Distrofico.,Sedimentos argilo-siltosos.,A3,30,70,-999,-999,-777,4,48,48,-999,-999,-999,4.5,3.5,0.35,0.06,-888,
372,4,21,-999.999,-999.999,SC22VB,Gley Pouco Humico Distrofico.,Sedimentos argilo-siltosos.,C1g,70,90,-999,-999,-777,9,39,52,-999,-999,-999,4.9,3.6,0.19,0.06,-888,
372,4,21,-999.999,-999.999,SC22VB,Gley Pouco Humico Distrofico.,Sedimentos argilo-siltosos.,C2g,90,120,-999,-999,-777,12,49,39,-999,-999,-999,-999,-999,-999,0.04,-888,
373,4,22,-7.738333333,-48.43833333,SB22ZD,Solo Litolico Distrofico.,Proveniente da decomposicao de folhelhos.,Ap,0,16,-999,-999,20,33,22,25,-999,-999,-999,4.6,3.4,0.64,0.06,-888,
373,4,22,-7.738333333,-48.43833333,SB22ZD,Solo Litolico Distrofico.,Proveniente da decomposicao de folhelhos.,B/C,16,36,-999,-999,18,17,28,37,-999,-999,-999,4.8,3.8,0.69,0.07,-888,
3,4,23,-6.799722222,-48.2075,SB22ZB,Podzolico Vermelho Amarelo textura media.,Proveniente da decomposicao de arenitos.,Ap,0,12,0,0,20,44,29,7,-888,-888,-888,5.3,4.3,0.69,0.07,-888,nao
3,4,23,-6.799722222,-48.2075,SB22ZB,Podzolico Vermelho Amarelo textura media.,Proveniente da decomposicao de arenitos.,A3,12,22,0,0,21,31,33,15,-888,-888,-888,4.2,3.7,0.48,0.06,-888,nao
3,4,23,-6.799722222,-48.2075,SB22ZB,Podzolico Vermelho Amarelo textura media.,Proveniente da decomposicao de arenitos.,B1,22,60,0,0,10,31,35,24,-888,-888,-888,4.6,3.7,0.48,0.04,-888,nao
3,4,23,-6.799722222,-48.2075,SB22ZB,Podzolico Vermelho Amarelo textura media.,Proveniente da decomposicao de arenitos.,B2,60,120,0,0,8,31,31,30,-888,-888,-888,4.9,3.8,0.29,0.03,-888,nao
