"type","x","y","wc2.1_30s_bio_1","wc2.1_30s_bio_10","wc2.1_30s_bio_11","wc2.1_30s_bio_12","wc2.1_30s_bio_13","wc2.1_30s_bio_14","wc2.1_30s_bio_15","wc2.1_30s_bio_16","wc2.1_30s_bio_17","wc2.1_30s_bio_18","wc2.1_30s_bio_19","wc2.1_30s_bio_2","wc2.1_30s_bio_3","wc2.1_30s_bio_4","wc2.1_30s_bio_5","wc2.1_30s_bio_6","wc2.1_30s_bio_7","wc2.1_30s_bio_8","wc2.1_30s_bio_9","wc2.1_30s_elev","pest","distriver1","distriver2","distriver3","rivtype","distlake","distshore","agpot","distblack","distclear","distwhite","npp","T_SILT","phsoil","T_GRAVEL","S_CEC_CLAY","T_PH_H2O","S_SAND","S_GRAVEL","mgs","nure","nuav","rug","nitrogen","bdod","cec","cfvo","clay","phh2o","sand","silt","soc","phos","smn30cm","smc30cm","T_C","S_C","T_OC","S_OC","AWT_S_OC","AWT_T_OC","AWC","T_CEC_CLAY","T_BULK_DEN","S_BULK_DEN"
"other",-60.14143095,4.582524272,24.58333397,25.18333435,24.03333282,1659,329,56,68.54595947,866,186,285,866,9.349999428,84.23423004,48.67955017,30.5,19.39999962,11.10000038,24.03333282,24.36666679,517,43.55749563,476581.5578,434681.3389,82365.68265,"white",352638.9027,257111.796,0.430000007,350870.5359,494223.1191,54338.91981,1222.300049,40,4.2,10,2,4.6,45,0,12,3,3,20.6875,2.1,1.24,17.5,8.4,31.8,5.4,35.4,32.8,28.8,545.8120117,106,126.7220001,4.9875,2.6852,1.25,0.28,4.95446,5.5797,1,9,1.34,1.37
"other",-60.72379368,4.174757282,26.92916679,27.38333321,26.03333282,1525,313,23,69.58081818,754,128,134,753,9.891666412,87.53686523,60.54520416,32.90000153,21.60000038,11.30000114,26.13333321,27.25,114,18.26946303,501414.1324,355706.1678,66274.48403,"white",375852.0659,333757.9609,0.244000003,296648.7914,485529.6836,20414.33198,1208.400024,18,4.7,0,5,4.4,47,0,12,3,3,2.125,1.62,1.28,18.1,10.5,28,5.6,42.4,29.6,22,45.49999619,106,115.6520004,3.5568,3.213,0.78,0.3,2.79034,3.878325,1,8,1.33,1.37
"other",-60.78202995,3.941747573,26.76250076,27.33333397,25.73333359,1614,339,28,82.89161682,884,111,138,863,9.774999619,84.2672348,69.51537323,33,21.39999962,11.60000038,25.85000038,27.21666718,185,23.88036582,524972.5949,336285.9365,51867.36374,"white",392630.4406,357444.8317,0.078500003,270461.9911,467534.1504,31571.03776,1041.5,18,4.9,0,5,4.6,47,0,11,3,3,1.25,3.31,1.2,17.2,14.4,27.4,5.8,49.8,22.8,55.3,69,106,119.7850037,3.1356,3.213,0.78,0.3,3.213,3.1356,1,8,1.33,1.37
"other",-60.43261231,3.825242718,27.41250038,28.01666641,26.41666603,1699,360,22,87.5490799,961,88,250,941,9.474999428,83.84954834,68.52751923,33.40000153,22.10000038,11.30000114,26.48333359,27.71666718,93,7.17374503,547424.1807,364179.916,48753.22276,"white",418127.2256,344113.6844,0.140000004,261708.7066,435387.8225,5846.560981,988.2999878,18,4.9,7,4,4.6,47,3,10,3,3,1.125,1.68,1.32,14.1,5.2,28.5,5.5,41.9,29.6,19.4,69,106,129.8509979,1.995,2.6852,0.5,0.28,2.65776,2.65758,1,7,1.33,1.37
"other",-61.18968386,3.067961165,27.36666679,27.89999962,26.33333397,1849,357,47,70.73133087,952,161,301,875,9.483333588,83.18713379,71.13793182,33.29999924,21.89999962,11.39999962,26.39999962,27.63333321,100,85.84425694,461136.1117,254450.1631,35559.4744,"white",455031.0364,461681.4338,0.029,176889.4227,423939.6885,32393.31843,974,18,4.7,19,4,4.3,35,24,10,3,3,3.25,1.92,1.3,14.9,9.2,21.5,5.2,61.6,17,16.9,206.9999847,105,71.45010376,4.2714,3.4524,1.1,0.36,3.68592,3.878325,1,8,1.33,1.37
"other",-60.6655574,2.893203883,27.88750076,28.61666679,26.83333397,1687,337,25,77.83940125,908,113,242,908,9.175000191,80.48245239,75.68252563,33.90000153,22.5,11.40000153,26.83333397,28.11666679,79,60.81546721,473192.8754,306327.5597,6897.565077,"white",473213.2896,445950.5168,0.028000001,155117.9782,368675.5351,6238.906219,772.7000122,18,4.9,10,3,4.9,35,10,9,3,3,1.75,1.48,1.29,18.8,6.2,23.1,5.1,61.5,15.4,16.6,116.9999924,105,133.1860046,3.5112,2.6852,0.88,0.28,2.65776,3.878325,1,6,1.33,1.37
"other",-60.60732113,2.427184466,27.47500038,28.20000076,26.53333282,1792,353,38,78.05662537,970,125,261,888,8.800000191,80.00000763,68.63936615,33.29999924,22.29999924,11,26.54999924,27.61666679,93,88.47747331,433701.5212,307529.8992,23828.45786,"white",433701.7299,488888.0748,0.017000001,105541.9747,328131.4,24327.73295,832.7999878,18,4.7,10,3,4.9,35,17,9,3,3,4.125,1.8,1.2,12.8,11.3,23.1,4.9,55.7,21.2,25.1,350.999939,104,105.3099976,3.5112,2.9946,0.88,0.3,3.68592,3.927645,1,6,1.33,1.37
"other",-60.8985025,2.310679612,27.49166679,28.14999962,26.56666756,1702,342,45,76.14221954,918,148,235,807,9.066666603,81.68169403,66.60031891,33.29999924,22.20000076,11.09999847,26.58333397,27.68333244,82,104.3377981,405056.3461,275219.1805,3317.076256,"white",405077.8286,515226.793,0.017000001,88854.45849,345493.5792,2992.641516,832.7999878,18,4.7,19,4,4.3,35,17,9,3,3,3.375,2.06,1.24,17.6,11.6,19.8,5.2,63,17.2,24.2,350.999939,104,105.3099976,3.5112,3.108,0.88,0.3,3.68592,3.927645,1,8,1.33,1.37
"other",-61.01497504,1.961165049,27.41666603,28.04999924,26.55000114,1780,325,54,66.92551422,900,173,279,790,8.800000191,81.48149109,62.49844742,33.09999847,22.29999924,10.79999924,26.56666756,27.60000038,66,107.6372064,366042.3297,266300.3904,3604.806638,"white",366064.7923,555650.8665,0.017000001,52734.09917,335543.4465,1015.562603,985.5,18,4.7,10,4,4.3,35,10,10,3,3,4.875,2.81,1.23,12.3,10.3,19.1,5.2,57.1,23.8,30.5,321.8891602,104,149.7109985,3.5112,3.108,0.88,0.3,3.68592,4.743315,1,6,1.37,1.48
"other",-60.08319468,0.854368932,26.88333321,27.56666565,26.20000076,1966,348,66,63.60573959,961,203,292,961,8.75,81.01851654,53.78125763,32.70000076,21.89999962,10.80000114,26.20000076,26.89999962,120,143.700017,304550.8811,403433.2212,141204.6504,"black",304519.5991,604140.965,0.0125,82912.21643,193658.3984,141699.7445,964.0999756,23,5.5,28,4,4.8,8,7,12,3,3,4.875,2.08,1.17,14.7,8.5,25.9,4.6,49.1,25,28.3,350.999939,104,100.3700027,4.3452,4.3148,1.02,0.46,5.59482,4.81728,1,4,1.42,1.34
"other",-60.6655574,-0.194174757,26.69583321,27.26666641,26.13333321,2171,319,105,40.10974884,852,336,385,807,8.574999809,83.25241852,44.79540634,32.20000076,21.89999962,10.30000114,26.33333397,26.75,88,156.4468302,171829.5343,415729.5364,124787.1944,"black",171795.3909,737567.8121,0.009,52187.87003,265598.7901,124346.0118,989.0999756,23,5.5,28,4,4.8,8,7,12,3,3,5,2.65,1.13,13.7,6.5,31.7,4.1,42.2,26,31.8,116.9999924,104,92.186203,4.026,4.3148,1.02,0.46,4.33748,4.81728,1,4,1.41,1.34
"other",-60.54908486,-0.718446602,26.67083359,27.21666718,26.18333435,2195,297,123,35.08408737,837,394,400,691,8.491666794,83.25164032,41.14596176,32.09999847,21.89999962,10.19999886,26.51666641,27.19999886,68,164.9931179,139794.8869,466549.8983,141336.4412,"black",139812.9164,782027.8713,0.005,71881.68265,271389.2604,140901.1359,980.2999878,26,5,28,3,4.2,8,13,12,3,3,5.625,2.8,1.13,14.5,6.2,32.5,4,44.7,22.8,37.3,116.9999924,104,96.02649689,4.026,4.3148,1.02,0.46,4.33748,4.81728,1,3,1.41,1.34
"other",-60.43261231,-1.067961165,26.71249962,27.29999924,26.25,2277,300,125,33.30371475,862,398,409,642,8.258333206,83.41751099,42.48661041,32,22.10000038,9.899999619,26.51666641,27.08333397,70,160.263871,129976.3241,504319.092,158743.5186,"black",129959.1495,810862.1195,5e-04,72751.97711,263480.2878,157563.7775,1005.799988,26,5,16,4,4.2,20,13,12,3,3,5.875,2.63,1.14,13.9,5,38.1,4.1,37.4,24.5,43.5,350.999939,104,101.4250031,4.026,4.3148,1.02,0.46,4.33748,4.81728,1,4,1.42,1.34
"other",-60.43261231,-1.242718447,26.59583282,27.18333435,26.16666603,2328,301,125,33.0874939,865,394,412,630,8.208333969,82.91246033,42.07452393,31.89999962,22,9.899999619,26.38333321,26.98333359,77,158.3205769,121110.4492,519278.4443,157623.185,"black",121107.499,828410.9842,0,54433.66906,268087.6393,156114.8546,1005.799988,26,5,16,4,4.2,20,13,12,3,3,3.875,2.38,1.12,13.5,4.7,31.7,4.1,33.6,34.7,34.1,350.999939,104,101.4250031,3.3654,4.0334,0.79,0.43,3.38261,4.743315,1,4,1.42,1.34
"other",-60.08319468,-1.242718447,26.64999962,27.28333282,26.23333359,2341,312,124,35.5766716,899,386,397,648,8.216667175,82.16668701,44.05573273,32.09999847,22.10000038,9.999998093,26.39999962,27.10000038,73,157.2369433,150627.8026,544615.4278,196510.7665,"black",150637.6448,812565.0418,0,40555.2336,230897.0914,195000.2276,1005.799988,26,5,16,6,4,20,13,12,3,3,8.125,2.54,1.13,13.8,3.1,35.8,4.1,32,32.2,37.4,350.999939,104,101.4250031,4.026,4.3148,1.02,0.46,4.33748,4.81728,1,6,1.42,1.34
"other",-60.14143095,-1.417475728,26.75416756,27.43333435,26.35000038,2351,312,128,35.62607193,898,387,408,617,7.925000668,82.55208588,46.87790298,32,22.39999962,9.600000381,26.45000076,27.26666641,61,155.1500521,133730.267,554952.039,190955.6555,"black",133750.8854,827049.0608,0,34531.77713,243726.9489,189274.6214,1005.799988,26,5,16,6,4,20,13,12,3,3,9.25,2.54,1.15,13.6,2.7,30.5,4.2,40.5,29,35.1,350.999939,104,101.4250031,4.026,4.3148,1.02,0.46,4.33748,4.81728,1,6,1.41,1.34
"other",-59.67554077,-1.242718447,26.55416679,27.25,26.13333321,2317,325,116,38.75728989,919,362,367,640,8.258333206,80.96406555,47.26416016,32.09999847,21.89999962,10.19999886,26.28333282,27.06666565,103,155.9727041,187220.5444,576087.9143,241879.7012,"black",187199.6438,775935.0343,0,10497.61262,188378.5541,203216.5789,1000.400024,26,4.7,28,4,4.2,8,13,12,3,3,21.875,3.03,1.14,14.8,3.4,41.2,4.2,28.4,30.5,36.3,136.4999847,104,99.3660965,4.026,5.1968,1.22,0.64,4.33748,4.96755,1,4,1.1,1.16
"other",-59.55906822,-1.126213592,26.45416641,27.18333435,26.01666641,2288,321,114,39.44464111,914,354,354,650,8.241666794,80.80065155,48.82522964,32,21.79999924,10.20000076,26.18333244,27.18333435,126,157.5554276,205241.9812,576557.6222,255162.8491,"black",205211.6295,763748.337,0,5067.500771,171554.9875,216249.0974,1000.400024,26,4.7,28,4,4.2,8,13,12,3,3,24.375,3.48,1.12,15.6,4.7,38.1,4.2,29.1,32.8,34.2,136.4999847,104,99.3660965,4.026,5.1968,1.22,0.64,4.33748,4.96755,1,4,1.1,1.16
"other",-59.50083195,-1.941747573,26.63333321,27.36666679,26.20000076,2418,344,98,43.41876602,964,339,365,836,8.083333015,80.83334351,50.19656372,32.09999847,22.10000038,9.999998093,26.29999924,27.21666718,80,157.411749,125487.5745,645802.7637,180516.0633,"black",125492.7072,756487.1061,0,2196.529136,215277.594,125946.1573,995.2999878,7,3.9,1,6,3.3,34,1,12,3,4,11.5,2.78,1.13,17,2.5,34.4,4.1,39.8,25.7,32.6,206.9999847,104,101.4079971,9.1179,7.546,3.07,1.1,5.7267,7.38156,1,6,0.99,0.98
"other",-59.09317804,-2.291262136,26.90416718,27.70000076,26.41666794,2196,307,81,46.07838058,862,272,322,811,8.308332443,79.88781738,53.87097168,32.5,22.10000038,10.39999962,26.46666718,27.08333206,31,163.0258595,100047.2604,705086.4823,126843.6199,"black",100056.3663,714318.1472,0.01,2499.695746,214045.8625,99661.6199,953.2999878,7,3.9,1,6,3.3,34,1,12,3,4,6.75,2.67,1.11,17.4,4.1,43.8,4.3,30.5,25.8,36,123.625,104,122.5019989,9.1179,7.546,3.07,1.1,5.7267,7.38156,1,6,0.99,0.98
"other",-58.86023295,-2.233009709,26.99583244,27.79999924,26.48333359,2159,309,75,48.94597626,867,255,298,823,8.191666603,79.53075409,54.83272934,32.59999847,22.29999924,10.29999924,26.51666641,27.21666718,19,163.2502414,108296.0722,718198.5738,127859.3501,"black",108298.0619,687870.4243,0.02,1437.690005,194336.0051,111388.336,946,7,3.9,1,6,3.3,34,1,12,3,4,4.25,2.77,1.07,21.2,3.2,32.8,4.4,27.3,39.9,55.9,123.625,104,119.9410019,9.1179,7.546,3.07,1.1,5.7267,7.38156,1,6,0.99,0.98
"other",-60.0249584,-2.349514563,26.35000038,27.03333282,25.96666718,2418,323,104,37.89211273,916,337,432,776,8.216667175,81.35314941,46.75855637,31.79999924,21.70000076,10.09999847,26.04999924,26.48333359,113,163.3834147,74990.84271,644925.0017,180455.1839,"black",75016.6457,818070.6765,0.01,72313.19327,288855.9921,86426.27289,983.7000122,7,3.9,1,6,3.3,34,1,12,3,4,8.5,2.53,1.11,16.3,5.5,33.2,4.1,50,16.9,28,123.625,104,125.4280014,9.1179,7.546,3.07,1.1,5.7267,7.38156,1,6,0.99,0.98
"other",-59.3843594,2.893203883,27.63750076,28.55000114,26.75,1583,347,31,86.74606323,908,103,192,845,9.175000191,79.09482574,71.22708893,34,22.39999962,11.60000038,26.76666641,27.66666603,125,59.70345971,539845.5852,447088.8776,122511.158,"white",397332.7708,373498.6843,0.213500001,215723.9567,289442.2438,24291.4559,775.0999756,12,4.9,4,4,4.7,72,4,10,2,3,2,2.45,1.28,16.6,9.4,20.4,5.6,52.5,27.1,32.8,116.9999924,105,50.229599,5.1765,2.9946,1.19,0.31,4.24333,4.89762,1,14,1.45,1.39
"other",-57.05490849,1.029126214,26.12916565,26.93333244,25.64999962,2002,355,61,54.58312988,872,209,209,515,8.841666222,78.94345856,54.37486649,32.29999924,21.10000038,11.19999886,25.93333244,26.93333244,229,164.3209257,349170.5067,718787.1559,8934.542588,"clear",261888.2505,496480.0883,0.0405,247378.3375,638.2177139,352964.0609,897.5999756,26,4.7,39,3,4.2,6,28,11,3,3,12.5,2.27,1.17,13.1,11.1,28.1,4.5,41.4,30.5,28.4,116.9999924,104,83.3227005,4.026,5.1968,1.22,0.64,4.33748,4.96755,1,3,1.1,1.16
"other",-56.88019967,1.611650485,25.99583244,26.78333282,25.48333359,1897,354,46,58.01269913,843,172,172,482,8.958333015,79.27727509,53.99740982,32.20000076,20.89999962,11.30000114,25.85000038,26.78333282,260,159.833016,406313.4559,727259.9569,50195.70866,"clear",323962.3554,433099.567,0.170000002,280097.526,11448.94648,335909.2905,975.5999756,26,4.7,39,3,4.2,6,28,11,3,3,9.625,2.43,1.16,12.3,12.7,31.6,4.5,36.8,31.6,31.1,116.9999924,104,83.57929993,4.026,5.1968,1.22,0.64,4.33748,4.96755,1,3,1.1,1.16
"other",-56.06489185,1.378640777,25.87916756,26.78333282,25.26666641,1975,365,53,57.58057404,868,187,187,522,9.725000381,78.42741394,61.51343918,32.90000153,20.5,12.40000153,25.66666794,26.78333282,327,145.4139858,366970.6106,670473.3926,116807.4514,"clear",303972.5071,475621.7616,0.028000001,351332.7227,61726.43724,368682.2462,950,26,4.7,39,3,4.2,6,28,11,3,3,3.75,2.69,1.14,16.8,6,31.5,4.7,38.8,29.7,49.1,116.9999924,104,100.4649963,4.026,5.1968,1.22,0.64,4.33748,4.96755,1,3,1.1,1.16
"other",-55.77371048,1.029126214,25.48749924,26.23333359,24.88333321,2050,361,60,55.25846481,899,202,202,585,9.058333397,80.16225433,53.64549255,31.79999924,20.5,11.29999924,25.23333359,26.23333359,335,148.9007009,324992.6743,619838.3274,128814.2126,"clear",273268.8281,446884.642,0.0245,312074.3651,12165.34018,327054.5769,1010.099976,26,4.7,39,3,4.2,6,28,11,3,3,14.25,2.47,1.14,13.6,5.6,30,4.5,38.9,31.1,31.4,45.49999619,104,105.8270035,4.026,5.1968,1.22,0.64,4.33748,4.96755,1,3,1.1,1.16
"other",-55.89018303,0.67961165,25.10000038,25.91666603,24.46666718,2189,362,73,52.36743927,947,236,236,633,8.983333588,79.49853516,57.76125717,31.39999962,20.10000038,11.29999924,24.79999924,25.91666603,421,161.7647391,287318.5077,599503.2824,105735.1451,"clear",232325.1696,433368.747,0.0215,272958.6294,5406.955497,289159.8751,987.7999878,26,4.7,39,3,4.2,6,28,11,3,3,15.9375,2.92,1.11,15.8,10.4,31.4,4.4,36.9,31.7,37.1,45.49999619,104,85.0109024,4.026,5.1968,1.22,0.64,4.33748,4.96755,1,3,1.1,1.16
"other",-56.06489185,0.563106796,25.71249962,26.5,25.14999962,2199,364,78,51.82180405,957,244,244,645,8.991666794,79.57228088,55.06710052,32,20.70000076,11.29999924,25.43333435,26.5,296,166.7151835,277316.8187,603927.3019,85217.42924,"clear",215355.512,442346.4684,0.021,260742.5283,10285.40277,278897.172,929.4000244,26,4.7,39,3,4.2,6,28,11,3,3,15.75,2.47,1.14,15.2,7.7,32,4.5,40,28,32.4,350.999939,104,84.6411972,4.026,5.1968,1.22,0.64,4.33748,4.96755,1,3,1.1,1.16
"other",-56.06489185,-0.368932039,26.09583282,26.95000076,25.51666641,2481,368,109,47.72790527,1078,346,346,784,8.891666412,79.38988495,59.2551384,32.29999924,21.10000038,11.19999886,25.75,26.95000076,204,172.5363764,174947.4553,536554.1408,89571.95814,"clear",115062.0581,396534.2327,0.0205,157485.3898,1905.733313,177524.7847,917.9000244,23,5.3,28,4,4.8,8,13,11,3,3,11.625,2.66,1.12,15.9,13.5,42.4,4.2,36.5,21,31.1,136.4999847,104,97.04060364,4.026,4.3148,1.02,0.46,4.33748,4.81728,1,4,1.42,1.34
"other",-56.23960067,-0.54368932,26.07916641,26.91666603,25.5,2520,378,115,47.8039093,1098,364,364,808,8.891666412,80.10510254,58.94750977,32.20000076,21.10000038,11.10000038,25.70000076,26.91666603,218,172.6417985,157137.2219,541310.6174,67336.58301,"clear",90765.19007,409045.808,0.022,142301.0368,4767.805234,164120.7401,933.2000122,23,5.5,28,4,4.8,8,7,11,3,3,18.5,3.24,1.1,15.1,7.7,42.2,4,34.5,23.3,34.8,206.9999847,104,96.97930145,4.3452,4.3148,1.02,0.46,5.59482,4.81728,1,4,1.42,1.34
"other",-56.12312812,-0.893203883,26.65416718,27.54999924,26.08333397,2583,389,115,47.59275055,1118,379,384,849,8.891666412,79.38988495,61.99188614,32.79999924,21.60000038,11.19999886,26.25,26.86666679,94,163.9295195,117039.725,509604.3306,75382.02634,"clear",59797.54064,387206.307,0.023,101341.4789,303.8108027,123452.4058,933.2000122,26,5,28,4,4.2,8,7,11,3,3,6,2.82,1.12,14.4,7.1,35.1,4.1,42.8,22,33.6,206.9999847,104,96.97930145,4.3452,4.6004,1.09,0.53,5.59482,4.81728,1,4,1.42,1.34
"other",-56.06489185,-1.067961165,26.47916603,27.38333321,25.88333321,2581,394,112,48.25863647,1117,374,380,872,8.908332825,79.53869629,63.29790878,32.59999847,21.39999962,11.19999886,26.06666756,26.68333435,134,159.4669713,97192.82967,494264.3233,67655.72505,"clear",41378.0236,377484.7433,0.052499999,80881.29931,1828.541659,103219.9176,916.5,26,4.7,28,4,4.2,8,7,10,3,3,16.875,3.08,1.11,16.3,5.6,40.8,4.1,36.5,22.7,34,123.625,104,85.39189911,4.3452,5.1968,1.09,0.64,5.59482,4.96755,1,4,1.31,1.34
"other",-55.9484193,2.13592233,25.87916565,26.68333244,25.21666718,1797,358,41,62.56056595,820,149,149,460,9.774999619,80.78513336,57.34496307,32.79999924,20.70000076,12.09999847,25.76666641,26.68333244,342,154.9395828,449295.5137,729363.7184,166650.4889,"clear",269865.7912,394198.1665,0.047,396456.7149,94655.20533,415506.4399,969,26,4.8,6,4,4.5,8,6,11,3,3,5.875,2.23,1.16,14.1,9.9,32.8,4.9,33.1,34.2,32.2,350.999939,104,83.44319916,4.026,4.3148,1.02,0.46,5.59482,5.421135,1,5,1.42,1.36
"other",-54.84193012,-4.155339806,25.19166565,25.93333244,24.64999962,1921,308,55,56.95632172,827,171,262,786,9.449999809,78.0991745,54.64067841,31.39999962,19.29999924,12.10000038,24.68333435,25.43333244,288,166.4955368,85555.51756,232608.582,83198.97819,"clear",85520.1338,370386.5635,0.003,148741.9427,50698.28702,189555.4478,1014.099976,16,4.6,28,2,4.9,61,28,12,3,3,14.375,3.18,1.09,14.9,3.3,38.4,4.4,36,25.6,42.2,350.999939,104,112.1559982,4.35,4.4849,1,0.43,3.91531,5.298135,1,5,1.45,1.49
"other",-54.78369384,-3.86407767,25.85416603,26.63333321,25.36666679,1804,296,47,58.19504547,779,162,229,738,9.375,78.125,56.42609024,32,20,12,25.36666679,26.06666565,137,165.0747199,70132.23078,232998.1698,73281.81256,"clear",70176.68934,341726.7011,0,135250.9124,46896.22673,156576.8957,989.5999756,16,4.6,0,4,4.7,8,0,12,3,3,10.25,2.21,1.11,13.1,4,32.2,4.3,46.6,21.2,26.8,134.8636322,104,80.47000122,3.5112,4.4849,0.88,0.43,3.91531,4.91436,1,5,1.33,1.34
"other",-54.55074875,-4.038834951,25.75416565,26.45000076,25.28333282,1728,298,43,61.19340515,769,137,227,741,9.408333778,78.40277863,51.32153702,31.89999962,19.89999962,12,25.31666565,25.95000076,135,168.970647,102452.2679,203899.5084,79726.77297,"clear",102498.2993,340104.6596,0.0015,167374.5275,36178.46632,174947.1869,1014.099976,16,4.6,0,4,4.7,8,0,12,3,3,13.25,2.15,1.13,11.8,6.3,28.7,4.3,48.1,23.2,28.4,350.999939,104,112.1559982,3.5112,4.4849,0.88,0.43,3.91531,4.91436,1,5,1.33,1.34
"other",-54.49251248,-3.86407767,25.92499924,26.66666603,25.43333244,1724,304,40,63.56121826,784,132,217,758,9.333333015,78.4313736,54.04123688,32,20.10000038,11.89999962,25.44999886,26.13333321,96,168.2159236,97943.19101,201584.0357,90010.03599,"clear",97955.33598,320753.1447,0,164264.1009,17772.9278,155731.9155,1000.5,16,4.6,0,4,4.7,8,0,12,3,3,7.5,2.26,1.11,16.1,4.7,28.4,4.3,49.5,22.1,26.2,134.8636322,104,80.50209808,3.5112,4.4849,0.88,0.43,3.91531,4.91436,1,5,1.33,1.34
"other",-53.85191348,-3.747572816,24.97500038,25.71666718,24.46666718,1689,304,43,66.38834381,796,134,198,777,9.5,79.16667175,53.23619461,31.20000076,19.20000076,12,24.48333359,25.23333359,275,171.4723258,153850.7889,138712.6998,63643.81659,"clear",153857.8935,270788.0304,0.003,199103.5238,55704.90693,156058.3197,1015.200012,16,4.6,0,2,4.7,10,0,12,3,3,21,2.77,1.07,12.9,6,35.7,4.3,41.4,22.8,31.5,134.8636322,104,121.2630005,4.35,4.4849,1,0.43,3.91531,5.298135,1,5,1.33,1.34
"other",-53.44425957,-3.631067961,25.49583435,26.21666718,25.03333282,1633,293,44,66.46888733,768,135,176,752,9.458333969,80.15536499,49.92987061,31.60000038,19.79999924,11.80000114,25.06666565,25.71666718,156,172.0153598,156476.2916,96362.07432,48732.11714,"clear",156481.9176,240456.0631,0.02,223220.5539,47206.44773,159616.0355,1020,16,4.6,0,2,4.7,10,0,12,3,3,7.625,2.75,1.09,14.4,6.6,39.1,4.4,43,18,34.1,116.9999924,104,96.72370148,4.35,4.4849,1,0.43,3.91531,5.298135,1,5,1.33,1.34
"other",-53.1530782,-3.45631068,25.37083435,26.11666679,24.85000038,1705,318,38,69.0670929,826,136,160,786,9.574999809,81.14407349,52.06893921,31.5,19.70000076,11.79999924,24.88333321,26,188,162.3787968,141506.5293,75414.80067,57139.12393,"clear",141484.7265,212482.1413,0.02,239429.7016,52656.24686,162146.9527,977.7000122,7,4.4,0,2,4.1,10,0,11,3,4,11.5,2.47,1.08,21.3,10.4,37.7,4.5,41.8,20.5,53.1,44.95454407,104,121.3649979,4.35,4.9532,1,0.61,4.56232,5.298135,1,5,1.33,1.34
"other",-52.97836938,-3.398058252,25.84166718,26.58333397,25.31666756,1745,328,35,70.30615234,852,127,152,805,9.616666794,81.49717712,51.60307693,32,20.20000076,11.79999924,25.35000038,26.46666718,98,157.0654744,121434.5045,65219.88876,59843.80431,"clear",121428.3712,202399.3797,0.045500001,253617.8048,50249.2523,170786.4159,971,7,4.4,0,2,4.1,10,0,11,3,4,11.25,2.23,1.1,13.5,8.5,39.2,4.5,40.9,19.9,24.6,44.95454407,104,121.5110016,4.6101,4.9532,1.21,0.61,4.56232,5.298135,1,5,1.33,1.24
"other",-52.74542429,-3.398058252,25.45416641,26.21666718,24.88333321,1844,355,35,72.32312012,916,128,157,858,9.908332825,80.55555725,53.91314697,31.89999962,19.60000038,12.29999924,24.93333435,26.13333321,192,150.238175,99964.58295,49454.6117,53619.10584,"clear",99984.42133,196603.8239,0.067500001,277126.0034,47022.81949,186478.811,971,7,4.4,0,2,4.1,10,0,11,3,4,10.5,2.22,1.14,13.3,8.2,42.5,4.9,34.8,22.7,27.2,44.95454407,104,121.5110016,6.402,4.9532,1.6,0.61,4.56232,5.47479,1,3,1.33,1.24
"other",-52.45424293,-3.223300971,25.73749924,26.56666756,25.06666756,1934,367,37,72.45987701,955,126,152,900,10.14166641,80.4894104,59.7390213,32.5,19.89999962,12.60000038,25.14999962,26.5,178,144.5524354,62386.36145,29644.86938,72871.19778,"clear",62408.6542,170768.5711,0.057500001,300576.1169,28588.73944,176853.9142,935.5999756,7,4.4,0,2,4.1,10,0,11,3,4,7.125,2.36,1.13,15.6,8.3,41.9,5.1,38.7,19.4,39.6,116.9999924,104,83.47000122,6.402,4.9532,1.6,0.61,4.56232,5.47479,1,3,1.27,1.21
"other",-55.19134775,-4.970873786,25.67916679,26.33333397,25.16666603,2176,355,41,60.54277802,947,153,381,947,9.725000381,76.57479858,47.36024857,32.20000076,19.5,12.70000076,25.16666603,25.64999962,215,169.5834276,151890.6402,251212.9606,69399.59656,"clear",151893.2344,465775.4742,0.02,202599.4601,62010.81436,285894.3445,999.2000122,16,4.6,28,2,4.9,61,28,12,3,3,7.125,2.64,1.1,14.9,4.3,34,4.2,37.4,28.6,27.9,136.4999847,104,95.62969971,4.35,4.4849,1,0.43,3.91531,5.298135,1,5,1.45,1.49
"other",-56.35607321,-5.961165049,26.37916756,26.95000076,25.86666679,2427,368,36,59.14230347,1020,142,491,1020,9.741666794,72.6989975,43.29907227,33.20000076,19.79999924,13.40000153,25.86666679,26.38333321,168,166.5701476,281181.0539,392099.6176,78991.74641,"clear",281173.8543,632297.7283,0.02,223543.0795,27225.06869,325571.4043,976.2999878,19,4.3,0,4,3.8,18,0,12,3,4,10.0625,2.99,1.1,19.8,3.7,28.6,4,36.2,35.2,32.5,116.9999924,104,86.9197998,6.9639,7.4648,1.67,0.86,5.66608,5.18061,1,3,1.39,1.24
"other",-56.35607321,-5.786407767,26.39583397,26.96666718,25.89999962,2459,371,42,58.10226059,1025,153,490,1025,9.658332825,73.16919708,42.98299026,33.09999847,19.89999962,13.19999886,25.89999962,26.38333321,161,166.1790074,263275.3299,388489.9803,67536.88772,"clear",263267.6551,617518.4279,0.02,208452.3533,35984.14028,310004.0305,976.2999878,19,4.3,0,4,3.8,18,0,12,3,4,10.25,3.43,1.11,17.7,3.4,29.8,4,37.1,33.1,28.6,116.9999924,104,86.9197998,6.9639,7.4648,1.67,0.86,5.66608,5.18061,1,3,1.39,1.24
